Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Dois-je résilier le contrat avec mon fournisseur actuel pour souscrire chez Enercoop ?	Vous n'avez pas à résilier votre contrat chez votre fournisseur actuel pour souscrire chez Enercoop. Nous nous occupons de tout au moment du traitement de votre souscription. Enercoop prendra en charge la résiliation de votre contrat en cours. Par ailleurs, il n'y aura ni coupure de courant, ni intervention sur votre compteur, qui reste géré par le gestionnaire du réseau de distribution (Enedis). Ce sont les mêmes agents qui interviendront pour effectuer vos relevés de compteur ainsi qu’en cas de panne.	Ener_excel.xlsx		[]	false	[]	5
Comment passer de mon fournisseur actuel à Enercoop ?	Vous n'avez pas à résilier votre contrat chez votre fournisseur actuel pour souscrire chez Enercoop. Nous nous occupons de tout au moment du traitement de votre souscription. Enercoop prendra en charge la résiliation de votre contrat en cours. Par ailleurs, il n'y aura ni coupure de courant, ni intervention sur votre compteur, qui reste géré par le gestionnaire du réseau de distribution (Enedis). Ce sont les mêmes agents qui interviendront pour effectuer vos relevés de compteur ainsi qu’en cas de panne.	Ener_excel.xlsx		[]	false	[]	5
Comment passer chez Enercoop ?	Vous n'avez pas à résilier votre contrat chez votre fournisseur actuel pour souscrire chez Enercoop. Nous nous occupons de tout au moment du traitement de votre souscription. Enercoop prendra en charge la résiliation de votre contrat en cours. Par ailleurs, il n'y aura ni coupure de courant, ni intervention sur votre compteur, qui reste géré par le gestionnaire du réseau de distribution (Enedis). Ce sont les mêmes agents qui interviendront pour effectuer vos relevés de compteur ainsi qu’en cas de panne.	Ener_excel.xlsx		[]	false	[]	5
Comment puis-je passer chez Enercoop ?	Vous n'avez pas à résilier votre contrat chez votre fournisseur actuel pour souscrire chez Enercoop. Nous nous occupons de tout au moment du traitement de votre souscription. Enercoop prendra en charge la résiliation de votre contrat en cours. Par ailleurs, il n'y aura ni coupure de courant, ni intervention sur votre compteur, qui reste géré par le gestionnaire du réseau de distribution (Enedis). Ce sont les mêmes agents qui interviendront pour effectuer vos relevés de compteur ainsi qu’en cas de panne.	Ener_excel.xlsx		[]	false	[]	5
Comment je peux passer chez Enercoop ?	Vous n'avez pas à résilier votre contrat chez votre fournisseur actuel pour souscrire chez Enercoop. Nous nous occupons de tout au moment du traitement de votre souscription. Enercoop prendra en charge la résiliation de votre contrat en cours. Par ailleurs, il n'y aura ni coupure de courant, ni intervention sur votre compteur, qui reste géré par le gestionnaire du réseau de distribution (Enedis). Ce sont les mêmes agents qui interviendront pour effectuer vos relevés de compteur ainsi qu’en cas de panne.	Ener_excel.xlsx		[]	false	[]	5
Comment se passe la transition chez Enercoop ?	Vous n'avez pas à résilier votre contrat chez votre fournisseur actuel pour souscrire chez Enercoop. Nous nous occupons de tout au moment du traitement de votre souscription. Enercoop prendra en charge la résiliation de votre contrat en cours. Par ailleurs, il n'y aura ni coupure de courant, ni intervention sur votre compteur, qui reste géré par le gestionnaire du réseau de distribution (Enedis). Ce sont les mêmes agents qui interviendront pour effectuer vos relevés de compteur ainsi qu’en cas de panne.	Ener_excel.xlsx		[]	false	[]	5
Est-ce que je dois faire des démarches particulières pour annuler mon contrat chez EDF pour souscrire un contrat Enercoop ?	Vous n'avez pas à résilier votre contrat chez votre fournisseur actuel pour souscrire chez Enercoop. Nous nous occupons de tout au moment du traitement de votre souscription. Enercoop prendra en charge la résiliation de votre contrat en cours. Par ailleurs, il n'y aura ni coupure de courant, ni intervention sur votre compteur, qui reste géré par le gestionnaire du réseau de distribution (Enedis). Ce sont les mêmes agents qui interviendront pour effectuer vos relevés de compteur ainsi qu’en cas de panne.	Ener_excel.xlsx		[]	false	[]	5
Mon choix engage-t-il le prochain occupant / mon propriétaire?	Tout nouvel entrant dans un logement / local peut choisir immédiatement l'offre de son choix, y compris les tarifs réglementés, quel qu'ait été le choix du précédent occupant.	Ener_excel.xlsx		[]	false	[]	6
Si je revends mon logement, est ce que les nouveaux propriétaires devront rester chez Enercoop ?	Tout nouvel entrant dans un logement / local peut choisir immédiatement l'offre de son choix, y compris les tarifs réglementés, quel qu'ait été le choix du précédent occupant.	Ener_excel.xlsx		[]	false	[]	6
Si je revends mon logement, est ce que les nouveaux occupants devront rester chez Enercoop ?	Tout nouvel entrant dans un logement / local peut choisir immédiatement l'offre de son choix, y compris les tarifs réglementés, quel qu'ait été le choix du précédent occupant.	Ener_excel.xlsx		[]	false	[]	6
Si je revends mon logement, est ce que les nouveaux proprios devront rester chez Enercoop ?	Tout nouvel entrant dans un logement / local peut choisir immédiatement l'offre de son choix, y compris les tarifs réglementés, quel qu'ait été le choix du précédent occupant.	Ener_excel.xlsx		[]	false	[]	6
Si je quitte mon logement, est ce que les nouveaux occupants devront rester chez Enercoop ?	Tout nouvel entrant dans un logement / local peut choisir immédiatement l'offre de son choix, y compris les tarifs réglementés, quel qu'ait été le choix du précédent occupant.	Ener_excel.xlsx		[]	false	[]	6
Puis-je changer d'avis ?	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
Quand puis-je quitter Enercoop ?	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
Comment quitter Enercoop ?	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
Je voudrais quitter Enercoop.	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
Je veux quitter Enercoop.	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
J'aimerais quitter Enercoop.	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
Je veux mettre un terme à mon contrat.	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
Je voudrais mettre un terme à mon contrat.	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
J'aimerais mettre un terme à mon contrat.	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
Je souhaiterais mettre un terme à mon contrat.	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
Est-ce que je peux me désinscrire d'Enercoop ?	Vous pouvez quitter Enercoop à tout moment sans frais.\n\nDe plus, le retour aux tarifs réglementés est possible sans conditions pour les consommateurs dont le site a une puissance inférieure ou égale à 36 kVA.\n\nSachez qu'en cas de souscription à distance (internet, téléphone, courrier) vous bénéficiez, si vous êtes un particulier, d'un délai de rétractation de 14 jours à compter de la date de souscription ou d'acceptation de l'offre quand elle est souscrite par internet.\n\nLa rétractation peut être opérée par tout moyen et sans motif. Si le délai expire un samedi, un dimanche ou un jour férié ou chômé, il est prolongé jusqu'au premier jour ouvrable suivant.\n\nVous pouvez demander à ce que l'exécution de votre contrat débute avant la fin du délai de rétractation si vous nous en faites directement la demande. Dans ce cas, l'énergie consommée et l'abonnement sont dus jusqu’à la date où vous nous communiquez votre décision de vous rétracter.	Ener_excel.xlsx		[]	false	[]	7
Comment trouver mon point de livraison ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre point de livraison (PDL). C’est une référence à 14 chiffres, qui se situe sur la facture de votre actuel fournisseur.\n\nSi vous venez d’emménager dans un nouveau local, plusieurs possibilités s'offrent à vous pour trouver ce numéro :\n\n• Le récupérer auprès de votre prédécesseur, de votre agence ou de votre propriétaire selon votre situation\n\n• Nous communiquer le nom du prédécesseur et/ou le numéro de matricule de votre compteur\n\n• Nous envoyer une photo lisible du compteur.\n\nSi vous avez déjà un contrat chez un fournisseur d’électricité, vous trouverez cette référence directement sur vos factures actuelles.	Ener_excel.xlsx		[]	false	[]	8
Dois-je effectuer des démarches complémentaires pour finaliser mon contrat Enercoop ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre point de livraison (PDL). C’est une référence à 14 chiffres, qui se situe sur la facture de votre actuel fournisseur.\n\nSi vous venez d’emménager dans un nouveau local, plusieurs possibilités s'offrent à vous pour trouver ce numéro :\n\n• Le récupérer auprès de votre prédécesseur, de votre agence ou de votre propriétaire selon votre situation\n\n• Nous communiquer le nom du prédécesseur et/ou le numéro de matricule de votre compteur\n\n• Nous envoyer une photo lisible du compteur.\n\nSi vous avez déjà un contrat chez un fournisseur d’électricité, vous trouverez cette référence directement sur vos factures actuelles.	Ener_excel.xlsx		[]	false	[]	8
Comment récupérer mon numéro de point de livraison ?\n	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre point de livraison (PDL). C’est une référence à 14 chiffres, qui se situe sur la facture de votre actuel fournisseur.\n\nSi vous venez d’emménager dans un nouveau local, plusieurs possibilités s'offrent à vous pour trouver ce numéro :\n\n• Le récupérer auprès de votre prédécesseur, de votre agence ou de votre propriétaire selon votre situation\n\n• Nous communiquer le nom du prédécesseur et/ou le numéro de matricule de votre compteur\n\n• Nous envoyer une photo lisible du compteur.\n\nSi vous avez déjà un contrat chez un fournisseur d’électricité, vous trouverez cette référence directement sur vos factures actuelles.	Ener_excel.xlsx		[]	false	[]	8
Comment savoir quel est mon de point de livraison ?\n	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre point de livraison (PDL). C’est une référence à 14 chiffres, qui se situe sur la facture de votre actuel fournisseur.\n\nSi vous venez d’emménager dans un nouveau local, plusieurs possibilités s'offrent à vous pour trouver ce numéro :\n\n• Le récupérer auprès de votre prédécesseur, de votre agence ou de votre propriétaire selon votre situation\n\n• Nous communiquer le nom du prédécesseur et/ou le numéro de matricule de votre compteur\n\n• Nous envoyer une photo lisible du compteur.\n\nSi vous avez déjà un contrat chez un fournisseur d’électricité, vous trouverez cette référence directement sur vos factures actuelles.	Ener_excel.xlsx		[]	false	[]	8
Comment récupérer la référence de point de livraison ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre point de livraison (PDL). C’est une référence à 14 chiffres, qui se situe sur la facture de votre actuel fournisseur.\n\nSi vous venez d’emménager dans un nouveau local, plusieurs possibilités s'offrent à vous pour trouver ce numéro :\n\n• Le récupérer auprès de votre prédécesseur, de votre agence ou de votre propriétaire selon votre situation\n\n• Nous communiquer le nom du prédécesseur et/ou le numéro de matricule de votre compteur\n\n• Nous envoyer une photo lisible du compteur.\n\nSi vous avez déjà un contrat chez un fournisseur d’électricité, vous trouverez cette référence directement sur vos factures actuelles.	Ener_excel.xlsx		[]	false	[]	8
Je voudrais trouver mon point de livraison.	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre point de livraison (PDL). C’est une référence à 14 chiffres, qui se situe sur la facture de votre actuel fournisseur.\n\nSi vous venez d’emménager dans un nouveau local, plusieurs possibilités s'offrent à vous pour trouver ce numéro :\n\n• Le récupérer auprès de votre prédécesseur, de votre agence ou de votre propriétaire selon votre situation\n\n• Nous communiquer le nom du prédécesseur et/ou le numéro de matricule de votre compteur\n\n• Nous envoyer une photo lisible du compteur.\n\nSi vous avez déjà un contrat chez un fournisseur d’électricité, vous trouverez cette référence directement sur vos factures actuelles.	Ener_excel.xlsx		[]	false	[]	8
Je voudrais savoir où est mon point de livraison.	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre point de livraison (PDL). C’est une référence à 14 chiffres, qui se situe sur la facture de votre actuel fournisseur.\n\nSi vous venez d’emménager dans un nouveau local, plusieurs possibilités s'offrent à vous pour trouver ce numéro :\n\n• Le récupérer auprès de votre prédécesseur, de votre agence ou de votre propriétaire selon votre situation\n\n• Nous communiquer le nom du prédécesseur et/ou le numéro de matricule de votre compteur\n\n• Nous envoyer une photo lisible du compteur.\n\nSi vous avez déjà un contrat chez un fournisseur d’électricité, vous trouverez cette référence directement sur vos factures actuelles.	Ener_excel.xlsx		[]	false	[]	8
Où est mon point de livraison ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre point de livraison (PDL). C’est une référence à 14 chiffres, qui se situe sur la facture de votre actuel fournisseur.\n\nSi vous venez d’emménager dans un nouveau local, plusieurs possibilités s'offrent à vous pour trouver ce numéro :\n\n• Le récupérer auprès de votre prédécesseur, de votre agence ou de votre propriétaire selon votre situation\n\n• Nous communiquer le nom du prédécesseur et/ou le numéro de matricule de votre compteur\n\n• Nous envoyer une photo lisible du compteur.\n\nSi vous avez déjà un contrat chez un fournisseur d’électricité, vous trouverez cette référence directement sur vos factures actuelles.	Ener_excel.xlsx		[]	false	[]	8
Comment effectuer la relève de mon compteur ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre relève de compteur. Cette relève doit être transmise selon votre paramétrage actuel : Base ou Heures - Pleines / Heures creuses.\n\nLe relevé du compteur permet de connaître avec exactitude le nombre de kWh consommés.\n\n Vous avez un compteur électromécanique\n\n- Si le compteur comporte un seul cadran (option Base), relevez les 5 ou 6 derniers chiffres.\n\n- Si le compteur comporte deux cadrans (option Heures pleines / Heures creuses), relevez les 5 ou 6 derniers chiffres des deux cadrans. La première ligne correspond à la consommation aux heures creuses, la seconde correspond à la consommation aux heures pleines.\n\n Vous avez un compteur électronique\n\nAppuyez sur le bouton «D» (Défilement).\n\n- Si des chiffres s’affichent, sans texte (option Base), relevez les 5 derniers chiffres.\n\n- Si des chiffres s’affichent, avec une indication texte «creuse» ou «pleine» (option Heures pleines / Heures creuses), relevez les 5 derniers chiffres indiqués pour la tranche horaire affichée et appuyez de nouveau sur le bouton «D» (Défilement), pour relèver les 5 autres chiffres indiqués pour l’autre tranche horaire.	Ener_excel.xlsx		[]	false	[]	9
Comment relever mon compteur ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre relève de compteur. Cette relève doit être transmise selon votre paramétrage actuel : Base ou Heures - Pleines / Heures creuses.\n\nLe relevé du compteur permet de connaître avec exactitude le nombre de kWh consommés.\n\n Vous avez un compteur électromécanique\n\n- Si le compteur comporte un seul cadran (option Base), relevez les 5 ou 6 derniers chiffres.\n\n- Si le compteur comporte deux cadrans (option Heures pleines / Heures creuses), relevez les 5 ou 6 derniers chiffres des deux cadrans. La première ligne correspond à la consommation aux heures creuses, la seconde correspond à la consommation aux heures pleines.\n\n Vous avez un compteur électronique\n\nAppuyez sur le bouton «D» (Défilement).\n\n- Si des chiffres s’affichent, sans texte (option Base), relevez les 5 derniers chiffres.\n\n- Si des chiffres s’affichent, avec une indication texte «creuse» ou «pleine» (option Heures pleines / Heures creuses), relevez les 5 derniers chiffres indiqués pour la tranche horaire affichée et appuyez de nouveau sur le bouton «D» (Défilement), pour relèver les 5 autres chiffres indiqués pour l’autre tranche horaire.	Ener_excel.xlsx		[]	false	[]	9
Comment faire pour relever mon compteur ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre relève de compteur. Cette relève doit être transmise selon votre paramétrage actuel : Base ou Heures - Pleines / Heures creuses.\n\nLe relevé du compteur permet de connaître avec exactitude le nombre de kWh consommés.\n\n Vous avez un compteur électromécanique\n\n- Si le compteur comporte un seul cadran (option Base), relevez les 5 ou 6 derniers chiffres.\n\n- Si le compteur comporte deux cadrans (option Heures pleines / Heures creuses), relevez les 5 ou 6 derniers chiffres des deux cadrans. La première ligne correspond à la consommation aux heures creuses, la seconde correspond à la consommation aux heures pleines.\n\n Vous avez un compteur électronique\n\nAppuyez sur le bouton «D» (Défilement).\n\n- Si des chiffres s’affichent, sans texte (option Base), relevez les 5 derniers chiffres.\n\n- Si des chiffres s’affichent, avec une indication texte «creuse» ou «pleine» (option Heures pleines / Heures creuses), relevez les 5 derniers chiffres indiqués pour la tranche horaire affichée et appuyez de nouveau sur le bouton «D» (Défilement), pour relèver les 5 autres chiffres indiqués pour l’autre tranche horaire.	Ener_excel.xlsx		[]	false	[]	9
Comment faire la relève de mon compteur ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre relève de compteur. Cette relève doit être transmise selon votre paramétrage actuel : Base ou Heures - Pleines / Heures creuses.\n\nLe relevé du compteur permet de connaître avec exactitude le nombre de kWh consommés.\n\n Vous avez un compteur électromécanique\n\n- Si le compteur comporte un seul cadran (option Base), relevez les 5 ou 6 derniers chiffres.\n\n- Si le compteur comporte deux cadrans (option Heures pleines / Heures creuses), relevez les 5 ou 6 derniers chiffres des deux cadrans. La première ligne correspond à la consommation aux heures creuses, la seconde correspond à la consommation aux heures pleines.\n\n Vous avez un compteur électronique\n\nAppuyez sur le bouton «D» (Défilement).\n\n- Si des chiffres s’affichent, sans texte (option Base), relevez les 5 derniers chiffres.\n\n- Si des chiffres s’affichent, avec une indication texte «creuse» ou «pleine» (option Heures pleines / Heures creuses), relevez les 5 derniers chiffres indiqués pour la tranche horaire affichée et appuyez de nouveau sur le bouton «D» (Défilement), pour relèver les 5 autres chiffres indiqués pour l’autre tranche horaire.	Ener_excel.xlsx		[]	false	[]	9
Comment comprendre mon relevé de compteur ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre relève de compteur. Cette relève doit être transmise selon votre paramétrage actuel : Base ou Heures - Pleines / Heures creuses.\n\nLe relevé du compteur permet de connaître avec exactitude le nombre de kWh consommés.\n\n Vous avez un compteur électromécanique\n\n- Si le compteur comporte un seul cadran (option Base), relevez les 5 ou 6 derniers chiffres.\n\n- Si le compteur comporte deux cadrans (option Heures pleines / Heures creuses), relevez les 5 ou 6 derniers chiffres des deux cadrans. La première ligne correspond à la consommation aux heures creuses, la seconde correspond à la consommation aux heures pleines.\n\n Vous avez un compteur électronique\n\nAppuyez sur le bouton «D» (Défilement).\n\n- Si des chiffres s’affichent, sans texte (option Base), relevez les 5 derniers chiffres.\n\n- Si des chiffres s’affichent, avec une indication texte «creuse» ou «pleine» (option Heures pleines / Heures creuses), relevez les 5 derniers chiffres indiqués pour la tranche horaire affichée et appuyez de nouveau sur le bouton «D» (Défilement), pour relèver les 5 autres chiffres indiqués pour l’autre tranche horaire.	Ener_excel.xlsx		[]	false	[]	9
Comment déchiffrer mon relevé de compteur ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre relève de compteur. Cette relève doit être transmise selon votre paramétrage actuel : Base ou Heures - Pleines / Heures creuses.\n\nLe relevé du compteur permet de connaître avec exactitude le nombre de kWh consommés.\n\n Vous avez un compteur électromécanique\n\n- Si le compteur comporte un seul cadran (option Base), relevez les 5 ou 6 derniers chiffres.\n\n- Si le compteur comporte deux cadrans (option Heures pleines / Heures creuses), relevez les 5 ou 6 derniers chiffres des deux cadrans. La première ligne correspond à la consommation aux heures creuses, la seconde correspond à la consommation aux heures pleines.\n\n Vous avez un compteur électronique\n\nAppuyez sur le bouton «D» (Défilement).\n\n- Si des chiffres s’affichent, sans texte (option Base), relevez les 5 derniers chiffres.\n\n- Si des chiffres s’affichent, avec une indication texte «creuse» ou «pleine» (option Heures pleines / Heures creuses), relevez les 5 derniers chiffres indiqués pour la tranche horaire affichée et appuyez de nouveau sur le bouton «D» (Défilement), pour relèver les 5 autres chiffres indiqués pour l’autre tranche horaire.	Ener_excel.xlsx		[]	false	[]	9
Comment déchiffrer mon compteur ?	Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre relève de compteur. Cette relève doit être transmise selon votre paramétrage actuel : Base ou Heures - Pleines / Heures creuses.\n\nLe relevé du compteur permet de connaître avec exactitude le nombre de kWh consommés.\n\n Vous avez un compteur électromécanique\n\n- Si le compteur comporte un seul cadran (option Base), relevez les 5 ou 6 derniers chiffres.\n\n- Si le compteur comporte deux cadrans (option Heures pleines / Heures creuses), relevez les 5 ou 6 derniers chiffres des deux cadrans. La première ligne correspond à la consommation aux heures creuses, la seconde correspond à la consommation aux heures pleines.\n\n Vous avez un compteur électronique\n\nAppuyez sur le bouton «D» (Défilement).\n\n- Si des chiffres s’affichent, sans texte (option Base), relevez les 5 derniers chiffres.\n\n- Si des chiffres s’affichent, avec une indication texte «creuse» ou «pleine» (option Heures pleines / Heures creuses), relevez les 5 derniers chiffres indiqués pour la tranche horaire affichée et appuyez de nouveau sur le bouton «D» (Défilement), pour relèver les 5 autres chiffres indiqués pour l’autre tranche horaire.	Ener_excel.xlsx		[]	false	[]	9
